id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
872,species,Wine-throated Hummingbird,Colibri d'Elliot,Apodiformes,Trochilidae,Trochilinae,Atthis,Atthis ellioti,"","","","","","",""
873,species,Broad-tailed Hummingbird,Colibri à queue large,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus platycercus,Monotypic.,"","","","","",""
874,species,Rufous Hummingbird,Colibri roux,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus rufus,Monotypic.,"","","","","",""
875,species,Allen's Hummingbird,Colibri d'Allen,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus sasin,"","","","","","",""
876,species,Volcano Hummingbird,Colibri flammule,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus flammula,"","","","","","",""
877,species,Glow-throated Hummingbird,Colibri ardent,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus ardens,Monotypic.,"","","","","",""
878,species,Scintillant Hummingbird,Colibri scintillant,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus scintilla,Monotypic.,"","","","","",""
870,species,Calliope Hummingbird,Colibri calliope,Apodiformes,Trochilidae,Trochilinae,Selasphorus,Selasphorus calliope,Monotypic.,"","","","","",""
794,species,Golden-crowned Emerald,Émeraude couronnée,Apodiformes,Trochilidae,Trochilinae,Chlorostilbon,Chlorostilbon auriceps,Monotypic.,"","","","","",""
795,species,Cozumel Emerald,Émeraude de Cozumel,Apodiformes,Trochilidae,Trochilinae,Chlorostilbon,Chlorostilbon forficatus,Monotypic.,"","","","","",""
796,species,Canivet's Emerald,Émeraude de Canivet,Apodiformes,Trochilidae,Trochilinae,Chlorostilbon,Chlorostilbon canivetii,"","","","","","",""
797,species,Garden Emerald,Émeraude du Panama,Apodiformes,Trochilidae,Trochilinae,Chlorostilbon,Chlorostilbon assimilis,Monotypic.,"","","","","",""
798,species,Cuban Emerald,Émeraude de Ricord,Apodiformes,Trochilidae,Trochilinae,Chlorostilbon,Chlorostilbon ricordii,Monotypic.,"","","","","",""
799,species,Brace's Emerald,Émeraude de New Providence,Apodiformes,Trochilidae,Trochilinae,Chlorostilbon,Chlorostilbon bracei,Monotypic.,"","","","",†,""
800,species,Hispaniolan Emerald,Émeraude d'Hispaniola,Apodiformes,Trochilidae,Trochilinae,Chlorostilbon,Chlorostilbon swainsonii,Monotypic.,"","","","","",""
801,species,Puerto Rican Emerald,Émeraude de Porto Rico,Apodiformes,Trochilidae,Trochilinae,Chlorostilbon,Chlorostilbon maugaeus,Monotypic.,"","","","","",""
802,species,Dusky Hummingbird,Colibri sombre,Apodiformes,Trochilidae,Trochilinae,Cynanthus,Cynanthus sordidus,Monotypic.,"","","","","",""
803,species,Broad-billed Hummingbird,Colibri circé,Apodiformes,Trochilidae,Trochilinae,Cynanthus,Cynanthus latirostris,"","","","","","",""
804,species,Blue-headed Hummingbird,Colibri à tête bleue,Apodiformes,Trochilidae,Trochilinae,Cyanophaia,Cyanophaia bicolor,Monotypic.,"","","","","",""
787,species,Violet-headed Hummingbird,Colibri à tête violette,Apodiformes,Trochilidae,Trochilinae,Klais,Klais guimeti,"","","","","","",""
788,species,Emerald-chinned Hummingbird,Colibri d'Abeillé,Apodiformes,Trochilidae,Trochilinae,Abeillia,Abeillia abeillei,"","","","","","",""
786,species,Antillean Crested Hummingbird,Colibri huppé,Apodiformes,Trochilidae,Trochilinae,Orthorhyncus,Orthorhyncus cristatus,"","","","","","",""
769,species,Scaly-breasted Hummingbird,Colibri de Cuvier,Apodiformes,Trochilidae,Trochilinae,Phaeochroa,Phaeochroa cuvierii,"","","","","","",""
770,species,Wedge-tailed Sabrewing,Campyloptère pampa,Apodiformes,Trochilidae,Trochilinae,Campylopterus,Campylopterus curvipennis,"","","","","","",""
771,species,Long-tailed Sabrewing,Campyloptère de Wetmore,Apodiformes,Trochilidae,Trochilinae,Campylopterus,Campylopterus excellens,Monotypic.,"","","","","",""
772,species,Rufous Sabrewing,Campyloptère roux,Apodiformes,Trochilidae,Trochilinae,Campylopterus,Campylopterus rufus,Monotypic.,"","","","","",""
773,species,Violet Sabrewing,Campyloptère violet,Apodiformes,Trochilidae,Trochilinae,Campylopterus,Campylopterus hemileucurus,"","","","","","",""
833,species,Stripe-tailed Hummingbird,Colibri à épaulettes,Apodiformes,Trochilidae,Trochilinae,Eupherusa,Eupherusa eximia,"","","","","","",""
834,species,Blue-capped Hummingbird,Colibri d'Oaxaca,Apodiformes,Trochilidae,Trochilinae,Eupherusa,Eupherusa cyanophrys,Monotypic.,"","","","","",""
835,species,White-tailed Hummingbird,Colibri du Guerrero,Apodiformes,Trochilidae,Trochilinae,Eupherusa,Eupherusa poliocerca,Monotypic.,"","","","","",""
836,species,Black-bellied Hummingbird,Colibri à ventre noir,Apodiformes,Trochilidae,Trochilinae,Eupherusa,Eupherusa nigriventris,Monotypic.,"","","","","",""
837,species,White-tailed Emerald,Colibri elvire,Apodiformes,Trochilidae,Trochilinae,Elvira,Elvira chionura,Monotypic.,"","","","","",""
838,species,Coppery-headed Emerald,Colibri à tête cuivrée,Apodiformes,Trochilidae,Trochilinae,Elvira,Elvira cupreiceps,Monotypic.,"","","","","",""
839,species,Snowcap,Colibri à coiffe blanche,Apodiformes,Trochilidae,Trochilinae,Microchera,Microchera albocoronata,"","","","","","",""
840,species,White-vented Plumeleteer,Colibri de Buffon,Apodiformes,Trochilidae,Trochilinae,Chalybura,Chalybura buffonii,"","","","","","",""
841,species,Bronze-tailed Plumeleteer,Colibri à queue bronzée,Apodiformes,Trochilidae,Trochilinae,Chalybura,Chalybura urochrysia,"","","","","","",""
805,species,Mexican Woodnymph,Dryade du Mexique,Apodiformes,Trochilidae,Trochilinae,Thalurania,Thalurania ridgwayi,Monotypic.,"","","","","",""
806,species,Crowned Woodnymph,Dryade couronnée,Apodiformes,Trochilidae,Trochilinae,Thalurania,Thalurania colombica,"","","","","","",""
818,species,White-bellied Emerald,Ariane candide,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia candida,"","","","","","",""
819,species,Honduran Emerald,Ariane de Lucy,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia luciae,Monotypic.,"","","","","",""
820,species,Blue-chested Hummingbird,Ariane aimable,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia amabilis,Monotypic.,"","","","","",""
821,species,Charming Hummingbird,Ariane charmante,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia decora,Monotypic.,"","","","","",""
822,species,Mangrove Hummingbird,Ariane de Boucard,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia boucardi,Monotypic.,"","","","","",""
823,species,Azure-crowned Hummingbird,Ariane à couronne azur,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia cyanocephala,"","","","","","",""
824,species,Berylline Hummingbird,Ariane béryl,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia beryllina,"","","","","","",""
825,species,Blue-tailed Hummingbird,Ariane à queue bleue,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia cyanura,"","","","","","",""
826,species,Steely-vented Hummingbird,Ariane de Sophie,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia saucerrottei,"","","","","","",""
827,species,Snowy-bellied Hummingbird,Ariane d'Edward,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia edward,"","","","","","",""
828,species,Rufous-tailed Hummingbird,Ariane à ventre gris,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia tzacatl,"","","","","","",""
829,species,Buff-bellied Hummingbird,Ariane du Yucatan,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia yucatanensis,"","","","","","",""
830,species,Cinnamon Hummingbird,Ariane cannelle,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia rutila,"","","","","","",""
831,species,Violet-crowned Hummingbird,Ariane à couronne violette,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia violiceps,"","","","","","",""
832,species,Green-fronted Hummingbird,Ariane à front vert,Apodiformes,Trochilidae,Trochilinae,Amazilia,Amazilia viridifrons,"","","","","","",""
817,species,Streamertail,Colibri à tête noire,Apodiformes,Trochilidae,Trochilinae,Trochilus,Trochilus polytmus,Monotypic.,"","","","","",""
816,species,Pirre Hummingbird,Colibri du Pirré,Apodiformes,Trochilidae,Trochilinae,Goethalsia,Goethalsia bella,Monotypic.,"","","","","",""
815,species,Violet-capped Hummingbird,Colibri à calotte violette,Apodiformes,Trochilidae,Trochilinae,Goldmania,Goldmania violiceps,"","","","","","",""
810,species,Sapphire-throated Hummingbird,Colibri faux-saphir,Apodiformes,Trochilidae,Trochilinae,Lepidopyga,Lepidopyga coeruleogularis,"","","","","","",""
809,species,Violet-bellied Hummingbird,Colibri julie,Apodiformes,Trochilidae,Trochilinae,Damophila,Damophila julie,"","","","","","",""
811,species,Humboldt's Sapphire,Saphir de Humboldt,Apodiformes,Trochilidae,Trochilinae,Hylocharis,Hylocharis humboldtii,Monotypic.,"","","","","",""
812,species,Blue-throated Goldentail,Saphir d'Elicia,Apodiformes,Trochilidae,Trochilinae,Hylocharis,Hylocharis eliciae,"","","","","","",""
813,species,White-eared Hummingbird,Saphir à oreilles blanches,Apodiformes,Trochilidae,Trochilinae,Hylocharis,Hylocharis leucotis,"","","","","","",""
814,species,Xantus's Hummingbird,Saphir de Xantus,Apodiformes,Trochilidae,Trochilinae,Hylocharis,Hylocharis xantusii,Monotypic.,"","","","","",""
879,species,Cuban Trogon,Trogon de Cuba,Trogoniformes,Trogonidae,Trogoninae,Priotelus,Priotelus temnurus,"","","","","","",""
880,species,Hispaniolan Trogon,Trogon damoiseau,Trogoniformes,Trogonidae,Trogoninae,Priotelus,Priotelus roseigaster,Monotypic.,"","","","","",""
893,species,Lattice-tailed Trogon,Trogon échelette,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon clathratus,Monotypic.,"","","","","",""
892,species,Slaty-tailed Trogon,Trogon de Masséna,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon massena,"","","","","","",""
891,species,Black-tailed Trogon,Trogon à queue noire,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon melanurus,"","","","","","",""
881,species,Black-headed Trogon,Trogon à tête noire,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon melanocephalus,"","","","","","",""
882,species,Citreoline Trogon,Trogon citrin,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon citreolus,"","","","","","",""
883,species,White-tailed Trogon,Trogon de Sclater,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon chionurus,"","","","","","",""
884,species,Baird's Trogon,Trogon de Baird,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon bairdii,Monotypic.,"","","","","",""
885,species,Gartered Trogon,Trogon pattu,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon caligatus,"","","","","","",""
890,species,Black-throated Trogon,Trogon aurore,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon rufus,"","","","","","",""
887,species,Elegant Trogon,Trogon élégant,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon elegans,"","","","","","",""
886,species,Mountain Trogon,Trogon montagnard,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon mexicanus,"","","","","","",""
888,species,Collared Trogon,Trogon rosalba,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon collaris,"","","","","","",""
889,species,Orange-bellied Trogon,Trogon à ventre orange,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon aurantiiventris,"","","","","","",""
894,species,Eared Quetzal,Quetzal oreillard,Trogoniformes,Trogonidae,Trogoninae,Euptilotis,Euptilotis neoxenus,Monotypic.,"","","","","",""
895,species,Golden-headed Quetzal,Quetzal doré,Trogoniformes,Trogonidae,Trogoninae,Pharomachrus,Pharomachrus auriceps,"","","","","","",""
896,species,Resplendent Quetzal,Quetzal resplendissant,Trogoniformes,Trogonidae,Trogoninae,Pharomachrus,Pharomachrus mocinno,"","","","","","",""
897,species,Eurasian Hoopoe,Huppe fasciée,Upupiformes,Upupidae,,Upupa,Upupa epops,"",A,"","","","",""
898,species,Cuban Tody,Todier de Cuba,Coraciiformes,Todidae,,Todus,Todus multicolor,Monotypic.,"","","","","",""
899,species,Broad-billed Tody,Todier à bec large,Coraciiformes,Todidae,,Todus,Todus subulatus,Monotypic.,"","","","","",""
900,species,Narrow-billed Tody,Todier à bec étroit,Coraciiformes,Todidae,,Todus,Todus angustirostris,Monotypic.,"","","","","",""
901,species,Jamaican Tody,Todier de la Jamaïque,Coraciiformes,Todidae,,Todus,Todus todus,Monotypic.,"","","","","",""
902,species,Puerto Rican Tody,Todier de Porto Rico,Coraciiformes,Todidae,,Todus,Todus mexicanus,Monotypic.,"","","","","",""
903,species,Tody Motmot,Motmot nain,Coraciiformes,Momotidae,,Hylomanes,Hylomanes momotula,"","","","","","",""
904,species,Blue-throated Motmot,Motmot à gorge bleue,Coraciiformes,Momotidae,,Aspatha,Aspatha gularis,Monotypic.,"","","","","",""
905,species,Russet-crowned Motmot,Motmot à tête rousse,Coraciiformes,Momotidae,,Momotus,Momotus mexicanus,"","","","","","",""
906,species,Blue-crowned Motmot,Motmot houtouc,Coraciiformes,Momotidae,,Momotus,Momotus momota,"","","","","","",""
907,species,Rufous Motmot,Motmot roux,Coraciiformes,Momotidae,,Baryphthengus,Baryphthengus martii,"","","","","","",""
908,species,Keel-billed Motmot,Motmot à bec caréné,Coraciiformes,Momotidae,,Electron,Electron carinatum,Monotypic.,"","","","","",""
909,species,Broad-billed Motmot,Motmot à bec large,Coraciiformes,Momotidae,,Electron,Electron platyrhynchum,"","","","","","",""
910,species,Turquoise-browed Motmot,Motmot à sourcils bleus,Coraciiformes,Momotidae,,Eumomota,Eumomota superciliosa,"","","","","","",""
911,species,Ringed Kingfisher,Martin-pêcheur à ventre roux,Coraciiformes,Alcedinidae,Cerylinae,Megaceryle,Megaceryle torquata,"","","","","","",""
912,species,Belted Kingfisher,Martin-pêcheur d'Amérique,Coraciiformes,Alcedinidae,Cerylinae,Megaceryle,Megaceryle alcyon,"","","","","","",""
913,species,Amazon Kingfisher,Martin-pêcheur d'Amazonie,Coraciiformes,Alcedinidae,Cerylinae,Chloroceryle,Chloroceryle amazona,"","","","","","",""
914,species,Green Kingfisher,Martin-pêcheur vert,Coraciiformes,Alcedinidae,Cerylinae,Chloroceryle,Chloroceryle americana,"","","","","","",""
915,species,Green-and-rufous Kingfisher,Martin-pêcheur bicolore,Coraciiformes,Alcedinidae,Cerylinae,Chloroceryle,Chloroceryle inda,"","","","","","",""
916,species,American Pygmy Kingfisher,Martin-pêcheur nain,Coraciiformes,Alcedinidae,Cerylinae,Chloroceryle,Chloroceryle aenea,"","","","","","",""
917,species,Barred Puffbird,Tamatia barré,Piciformes,Bucconidae,,Nystalus,Nystalus radiatus,Monotypic.,"","","","","",""
918,species,White-necked Puffbird,Tamatia à front blanc,Piciformes,Bucconidae,,Notharchus,Notharchus hyperrhynchus,"","","","","","",""
919,species,Black-breasted Puffbird,Tamatia à plastron,Piciformes,Bucconidae,,Notharchus,Notharchus pectoralis,Monotypic.,"","","","","",""
920,species,Pied Puffbird,Tamatia pie,Piciformes,Bucconidae,,Notharchus,Notharchus tectus,"","","","","","",""
921,species,White-whiskered Puffbird,Tamatia de Lafresnaye,Piciformes,Bucconidae,,Malacoptila,Malacoptila panamensis,"","","","","","",""
922,species,Lanceolated Monklet,Barbacou lancéolé,Piciformes,Bucconidae,,Micromonacha,Micromonacha lanceolata,"","","","","","",""
